CC number long form,CC number short form,Name,VC_numeric,VC_printed,Status
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,19,19,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,20,20,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,21,21,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,22,22,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,23,23,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,24,24,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,25,25,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,26,26,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,27,27,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,28,28,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,29,29,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,30,30,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,31,31,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,32,32,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,33,33,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,34,34,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,35,35,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,36,36,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,37,37,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,38,38,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,39,39,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,40,40,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,41,41,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,42,42,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,43,43,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,44,44,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,45,45,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,46,46,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,47,47,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,48,48,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,49,49,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,50,50,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,51,51,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,52,52,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,53,53,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,54,54,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,55,55,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,56,56,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,57,57,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,58,58,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,59,59,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,60,60,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,61,61,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,62,62,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,63,63,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,64,64,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,65,65,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,66,66,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,67,67,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,68,68,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,69,69,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,70,70,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,71,71,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,72,72,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,73,73,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,74,74,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,75,75,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,76,76,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,77,77,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,78,78,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,79,79,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,80,80,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,81,81,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,82,82,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,83,83,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,84,84,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,85,85,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,86,86,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,87,87,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,88,88,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,89,89,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,90,90,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,91,91,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,92,92,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,93,93,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,94,94,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,95,95,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,96,96,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,97,97,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,98,98,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,99,99,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,100,100,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,101,101,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,102,102,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,103,103,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,104,104,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,105,105,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,106,106,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,107,107,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,108,108,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,109,109,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,110,110,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,111,111,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,112,112,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,201,H1,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,202,H2,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,203,H3,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,204,H4,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,205,H5,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,206,H6,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,207,H7,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,208,H8,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,209,H9,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,210,H10,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,211,H11,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,212,H12,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,213,H13,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,214,H14,Bracketed
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,215,H15,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,216,H16,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,217,H17,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,219,H19,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,220,H20,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,221,H21,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,222,H22,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,223,H23,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,224,H24,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,225,H25,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,227,H27,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,228,H28,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,229,H29,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,230,H30,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,231,H31,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,232,H32,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,233,H33,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,234,H34,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,235,H35,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,236,H36,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,237,H37,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,238,H38,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,239,H39,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,240,H40,
M032.06.a,M32.6.a,Fissidens bryoides var. bryoides,300,C,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,1,1,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,2,2,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,3,3,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,4,4,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,5,5,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,6,6,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,35,35,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,41,41,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,42,42,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,43,43,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,44,44,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,45,45,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,46,46,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,47,47,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,48,48,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,49,49,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,50,50,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,57,57,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,59,59,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,63,63,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,64,64,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,68,68,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,69,69,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,70,70,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,71,71,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,73,73,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,86,86,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,87,87,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,88,88,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,92,92,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,96,96,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,97,97,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,98,98,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,99,99,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,100,100,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,101,101,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,102,102,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,103,103,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,104,104,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,105,105,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,107,107,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,108,108,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,109,109,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,110,110,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,112,112,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,201,H1,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,202,H2,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,203,H3,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,205,H5,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,206,H6,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,207,H7,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,212,H12,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,216,H16,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,220,H20,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,227,H27,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,231,H31,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,234,H34,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,235,H35,
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,238,H38,Bracketed
M032.06.b,M32.6.b,Fissidens bryoides var. caespitans,300,C,Bracketed
M032.12,M32.12,Fissidens celticus,1,1,
M032.12,M32.12,Fissidens celticus,2,2,
M032.12,M32.12,Fissidens celticus,3,3,
M032.12,M32.12,Fissidens celticus,4,4,
M032.12,M32.12,Fissidens celticus,5,5,
M032.12,M32.12,Fissidens celticus,6,6,
M032.12,M32.12,Fissidens celticus,10,10,
M032.12,M32.12,Fissidens celticus,13,13,
M032.12,M32.12,Fissidens celticus,14,14,
M032.12,M32.12,Fissidens celticus,15,15,Bracketed
M032.12,M32.12,Fissidens celticus,16,16,
M032.12,M32.12,Fissidens celticus,17,17,
M032.12,M32.12,Fissidens celticus,34,34,
M032.12,M32.12,Fissidens celticus,35,35,
M032.12,M32.12,Fissidens celticus,37,37,
M032.12,M32.12,Fissidens celticus,39,39,
M032.12,M32.12,Fissidens celticus,40,40,
M032.12,M32.12,Fissidens celticus,41,41,
M032.12,M32.12,Fissidens celticus,42,42,
M032.12,M32.12,Fissidens celticus,43,43,
M032.12,M32.12,Fissidens celticus,44,44,
M032.12,M32.12,Fissidens celticus,45,45,
M032.12,M32.12,Fissidens celticus,46,46,
M032.12,M32.12,Fissidens celticus,47,47,
M032.12,M32.12,Fissidens celticus,48,48,
M032.12,M32.12,Fissidens celticus,49,49,
M032.12,M32.12,Fissidens celticus,50,50,
M032.12,M32.12,Fissidens celticus,52,52,Bracketed
M032.12,M32.12,Fissidens celticus,57,57,
M032.12,M32.12,Fissidens celticus,58,58,
M032.12,M32.12,Fissidens celticus,60,60,
M032.12,M32.12,Fissidens celticus,64,64,
M032.12,M32.12,Fissidens celticus,65,65,
M032.12,M32.12,Fissidens celticus,69,69,
M032.12,M32.12,Fissidens celticus,70,70,
M032.12,M32.12,Fissidens celticus,71,71,
M032.12,M32.12,Fissidens celticus,72,72,
M032.12,M32.12,Fissidens celticus,73,73,
M032.12,M32.12,Fissidens celticus,74,74,
M032.12,M32.12,Fissidens celticus,75,75,
M032.12,M32.12,Fissidens celticus,86,86,
M032.12,M32.12,Fissidens celticus,97,97,
M032.12,M32.12,Fissidens celticus,98,98,
M032.12,M32.12,Fissidens celticus,99,99,
M032.12,M32.12,Fissidens celticus,101,101,
M032.12,M32.12,Fissidens celticus,102,102,
M032.12,M32.12,Fissidens celticus,103,103,
M032.12,M32.12,Fissidens celticus,104,104,
M032.12,M32.12,Fissidens celticus,201,H1,
M032.12,M32.12,Fissidens celticus,202,H2,
M032.12,M32.12,Fissidens celticus,203,H3,
M032.12,M32.12,Fissidens celticus,204,H4,
M032.12,M32.12,Fissidens celticus,205,H5,
M032.12,M32.12,Fissidens celticus,207,H7,Bracketed
M032.12,M32.12,Fissidens celticus,208,H8,
M032.12,M32.12,Fissidens celticus,209,H9,
M032.12,M32.12,Fissidens celticus,210,H10,
M032.12,M32.12,Fissidens celticus,212,H12,
M032.12,M32.12,Fissidens celticus,216,H16,
M032.12,M32.12,Fissidens celticus,225,H25,
M032.12,M32.12,Fissidens celticus,227,H27,
M032.12,M32.12,Fissidens celticus,236,H36,
M032.12,M32.12,Fissidens celticus,237,H37,
M032.12,M32.12,Fissidens celticus,238,H38,
M032.12,M32.12,Fissidens celticus,240,H40,
M032.09,M32.9,Fissidens crassipes,1,1,
M032.09,M32.9,Fissidens crassipes,2,2,
M032.09,M32.9,Fissidens crassipes,3,3,
M032.09,M32.9,Fissidens crassipes,4,4,
M032.09,M32.9,Fissidens crassipes,5,5,
M032.09,M32.9,Fissidens crassipes,6,6,
M032.09,M32.9,Fissidens crassipes,7,7,
M032.09,M32.9,Fissidens crassipes,8,8,
M032.09,M32.9,Fissidens crassipes,9,9,
M032.09,M32.9,Fissidens crassipes,10,10,Bracketed
M032.09,M32.9,Fissidens crassipes,11,11,
M032.09,M32.9,Fissidens crassipes,12,12,Bracketed
M032.09,M32.9,Fissidens crassipes,13,13,
M032.09,M32.9,Fissidens crassipes,14,14,
M032.09,M32.9,Fissidens crassipes,15,15,
M032.09,M32.9,Fissidens crassipes,16,16,
M032.09,M32.9,Fissidens crassipes,17,17,
M032.09,M32.9,Fissidens crassipes,18,18,
M032.09,M32.9,Fissidens crassipes,19,19,
M032.09,M32.9,Fissidens crassipes,20,20,
M032.09,M32.9,Fissidens crassipes,21,21,
M032.09,M32.9,Fissidens crassipes,22,22,
M032.09,M32.9,Fissidens crassipes,23,23,
M032.09,M32.9,Fissidens crassipes,24,24,
M032.09,M32.9,Fissidens crassipes,25,25,
M032.09,M32.9,Fissidens crassipes,26,26,
M032.09,M32.9,Fissidens crassipes,27,27,
M032.09,M32.9,Fissidens crassipes,28,28,
M032.09,M32.9,Fissidens crassipes,29,29,
M032.09,M32.9,Fissidens crassipes,30,30,
M032.09,M32.9,Fissidens crassipes,31,31,
M032.09,M32.9,Fissidens crassipes,32,32,
M032.09,M32.9,Fissidens crassipes,33,33,
M032.09,M32.9,Fissidens crassipes,34,34,
M032.09,M32.9,Fissidens crassipes,35,35,
M032.09,M32.9,Fissidens crassipes,36,36,
M032.09,M32.9,Fissidens crassipes,37,37,
M032.09,M32.9,Fissidens crassipes,38,38,
M032.09,M32.9,Fissidens crassipes,39,39,
M032.09,M32.9,Fissidens crassipes,40,40,
M032.09,M32.9,Fissidens crassipes,41,41,
M032.09,M32.9,Fissidens crassipes,42,42,
M032.09,M32.9,Fissidens crassipes,43,43,
M032.09,M32.9,Fissidens crassipes,44,44,
M032.09,M32.9,Fissidens crassipes,46,46,
M032.09,M32.9,Fissidens crassipes,47,47,
M032.09,M32.9,Fissidens crassipes,50,50,
M032.09,M32.9,Fissidens crassipes,51,51,
M032.09,M32.9,Fissidens crassipes,52,52,
M032.09,M32.9,Fissidens crassipes,53,53,
M032.09,M32.9,Fissidens crassipes,54,54,
M032.09,M32.9,Fissidens crassipes,55,55,
M032.09,M32.9,Fissidens crassipes,57,57,
M032.09,M32.9,Fissidens crassipes,58,58,
M032.09,M32.9,Fissidens crassipes,59,59,
M032.09,M32.9,Fissidens crassipes,60,60,
M032.09,M32.9,Fissidens crassipes,61,61,
M032.09,M32.9,Fissidens crassipes,62,62,
M032.09,M32.9,Fissidens crassipes,63,63,
M032.09,M32.9,Fissidens crassipes,64,64,
M032.09,M32.9,Fissidens crassipes,65,65,
M032.09,M32.9,Fissidens crassipes,66,66,
M032.09,M32.9,Fissidens crassipes,67,67,
M032.09,M32.9,Fissidens crassipes,68,68,
M032.09,M32.9,Fissidens crassipes,69,69,
M032.09,M32.9,Fissidens crassipes,70,70,
M032.09,M32.9,Fissidens crassipes,71,71,Bracketed
M032.09,M32.9,Fissidens crassipes,72,72,
M032.09,M32.9,Fissidens crassipes,73,73,
M032.09,M32.9,Fissidens crassipes,75,75,
M032.09,M32.9,Fissidens crassipes,77,77,
M032.09,M32.9,Fissidens crassipes,78,78,
M032.09,M32.9,Fissidens crassipes,81,81,
M032.09,M32.9,Fissidens crassipes,82,82,
M032.09,M32.9,Fissidens crassipes,83,83,
M032.09,M32.9,Fissidens crassipes,84,84,
M032.09,M32.9,Fissidens crassipes,85,85,
M032.09,M32.9,Fissidens crassipes,86,86,Bracketed
M032.09,M32.9,Fissidens crassipes,91,91,Bracketed
M032.09,M32.9,Fissidens crassipes,93,93,
M032.09,M32.9,Fissidens crassipes,202,H2,
M032.09,M32.9,Fissidens crassipes,203,H3,
M032.09,M32.9,Fissidens crassipes,205,H5,
M032.09,M32.9,Fissidens crassipes,206,H6,
M032.09,M32.9,Fissidens crassipes,207,H7,
M032.09,M32.9,Fissidens crassipes,208,H8,
M032.09,M32.9,Fissidens crassipes,209,H9,Bracketed
M032.09,M32.9,Fissidens crassipes,210,H10,
M032.09,M32.9,Fissidens crassipes,211,H11,
M032.09,M32.9,Fissidens crassipes,212,H12,
M032.09,M32.9,Fissidens crassipes,213,H13,Bracketed
M032.09,M32.9,Fissidens crassipes,214,H14,
M032.09,M32.9,Fissidens crassipes,215,H15,
M032.09,M32.9,Fissidens crassipes,216,H16,Bracketed
M032.09,M32.9,Fissidens crassipes,217,H17,Bracketed
M032.09,M32.9,Fissidens crassipes,218,H18,
M032.09,M32.9,Fissidens crassipes,219,H19,
M032.09,M32.9,Fissidens crassipes,220,H20,
M032.09,M32.9,Fissidens crassipes,221,H21,
M032.09,M32.9,Fissidens crassipes,222,H22,
M032.09,M32.9,Fissidens crassipes,225,H25,
M032.09,M32.9,Fissidens crassipes,228,H28,Bracketed
M032.09,M32.9,Fissidens crassipes,229,H29,
M032.09,M32.9,Fissidens crassipes,230,H30,
M032.09,M32.9,Fissidens crassipes,231,H31,
M032.09,M32.9,Fissidens crassipes,233,H33,
M032.09,M32.9,Fissidens crassipes,234,H34,
M032.09,M32.9,Fissidens crassipes,236,H36,
M032.09,M32.9,Fissidens crassipes,237,H37,Bracketed
M032.09,M32.9,Fissidens crassipes,238,H38,
M032.09,M32.9,Fissidens crassipes,239,H39,
M032.09,M32.9,Fissidens crassipes,240,H40,
M032.02,M32.2,Fissidens crispus,1,1,
M032.02,M32.2,Fissidens crispus,2,2,
M032.02,M32.2,Fissidens crispus,3,3,
M032.02,M32.2,Fissidens crispus,4,4,
M032.02,M32.2,Fissidens crispus,6,6,
M032.02,M32.2,Fissidens crispus,8,8,Bracketed
M032.02,M32.2,Fissidens crispus,9,9,
M032.02,M32.2,Fissidens crispus,10,10,
M032.02,M32.2,Fissidens crispus,11,11,
M032.02,M32.2,Fissidens crispus,12,12,
M032.02,M32.2,Fissidens crispus,14,14,
M032.02,M32.2,Fissidens crispus,20,20,
M032.02,M32.2,Fissidens crispus,22,22,
M032.02,M32.2,Fissidens crispus,24,24,
M032.02,M32.2,Fissidens crispus,34,34,
M032.02,M32.2,Fissidens crispus,35,35,Bracketed
M032.02,M32.2,Fissidens crispus,39,39,
M032.02,M32.2,Fissidens crispus,40,40,
M032.02,M32.2,Fissidens crispus,41,41,
M032.02,M32.2,Fissidens crispus,42,42,
M032.02,M32.2,Fissidens crispus,44,44,
M032.02,M32.2,Fissidens crispus,45,45,
M032.02,M32.2,Fissidens crispus,46,46,
M032.02,M32.2,Fissidens crispus,47,47,
M032.02,M32.2,Fissidens crispus,48,48,
M032.02,M32.2,Fissidens crispus,49,49,
M032.02,M32.2,Fissidens crispus,50,50,
M032.02,M32.2,Fissidens crispus,52,52,
M032.02,M32.2,Fissidens crispus,57,57,
M032.02,M32.2,Fissidens crispus,58,58,
M032.02,M32.2,Fissidens crispus,59,59,Bracketed
M032.02,M32.2,Fissidens crispus,60,60,
M032.02,M32.2,Fissidens crispus,61,61,
M032.02,M32.2,Fissidens crispus,69,69,Bracketed
M032.02,M32.2,Fissidens crispus,70,70,
M032.02,M32.2,Fissidens crispus,71,71,Bracketed
M032.02,M32.2,Fissidens crispus,73,73,
M032.02,M32.2,Fissidens crispus,75,75,
M032.02,M32.2,Fissidens crispus,83,83,Bracketed
M032.02,M32.2,Fissidens crispus,84,84,Bracketed
M032.02,M32.2,Fissidens crispus,98,98,
M032.02,M32.2,Fissidens crispus,101,101,
M032.02,M32.2,Fissidens crispus,102,102,
M032.02,M32.2,Fissidens crispus,103,103,Bracketed
M032.02,M32.2,Fissidens crispus,104,104,
M032.02,M32.2,Fissidens crispus,201,H1,Bracketed
M032.02,M32.2,Fissidens crispus,202,H2,
M032.02,M32.2,Fissidens crispus,203,H3,Bracketed
M032.02,M32.2,Fissidens crispus,215,H15,Bracketed
M032.02,M32.2,Fissidens crispus,221,H21,Bracketed
M032.02,M32.2,Fissidens crispus,227,H27,
M032.02,M32.2,Fissidens crispus,300,C,
M032.13,M32.13,Fissidens curvatus,1,1,Bracketed
M032.13,M32.13,Fissidens curvatus,2,2,
M032.13,M32.13,Fissidens curvatus,3,3,Bracketed
M032.13,M32.13,Fissidens curvatus,33,33,Bracketed
M032.13,M32.13,Fissidens curvatus,41,41,
M032.13,M32.13,Fissidens curvatus,43,43,
